"id","skill_name","level","question_type","prompt","options","correct_answer","explanation"
"3a434a8b-86ae-44ff-931f-4e966c88da5b","Machine Learning","intermediate","mcq","What is regularization (e.g., L1/L2) used for?","[""Penalizing large model weights to reduce overfitting"", ""Increasing model complexity"", ""Speeding up data loading"", ""Normalizing input features only""]","Penalizing large model weights to reduce overfitting","Regularization adds a penalty term to the loss function that discourages overly complex models, improving generalization."
"dfa6c149-5e11-46c7-b891-0bfc2dfc8de1","Machine Learning","intermediate","mcq","What metric is most appropriate for evaluating a classifier on a highly imbalanced dataset?","[""Accuracy"", ""Precision, Recall, and F1-score"", ""Mean Squared Error"", ""R-squared""]","Precision, Recall, and F1-score","Accuracy can be misleading on imbalanced data (a model predicting the majority class always can still score high accuracy), so precision/recall/F1 better capture minority-class performance."
"46c04310-925b-42fc-9f71-318369492a73","Machine Learning","intermediate","text","What is the purpose of feature scaling (e.g., standardization/normalization) and which algorithms need it most?","","Feature scaling puts features on comparable ranges so that distance-based or gradient-based algorithms (KNN, SVM, gradient descent, neural networks) aren't dominated by features with larger scales.","Unscaled features can disproportionately influence distance calculations or slow gradient descent convergence."
"b5cb4e73-f24c-482b-8432-3ca4f4bcc303","Machine Learning","intermediate","code","What issue does this code have?
from sklearn.model_selection import train_test_split
X_train, X_test, y_train, y_test = train_test_split(X, y, test_size=0.2)
scaler = StandardScaler().fit(X)
X_train = scaler.transform(X_train)
X_test = scaler.transform(X_test)","","Data leakage: the scaler is fit on the full dataset X (including test data) before the split's statistics should be isolated; it should be fit only on X_train, then used to transform X_test.","Fitting the scaler on the entire dataset leaks test-set statistics into preprocessing, giving an overly optimistic evaluation of the model."
"a16c9b18-7fea-4750-a7fb-11405db94dcd","Machine Learning","intermediate","mcq","What does the ROC-AUC metric measure?","[""The model's ability to distinguish between classes across all classification thresholds"", ""The average training loss"", ""The number of features used"", ""The model's training speed""]","The model's ability to distinguish between classes across all classification thresholds","ROC-AUC summarizes the trade-off between true positive rate and false positive rate across thresholds; higher AUC means better class separation."
"f7a213fa-2b7f-4372-ad51-6252827e6053","Machine Learning","advanced","text","Explain how gradient boosting (e.g., XGBoost) differs from random forests.","","Random forests build many independent trees in parallel (bagging) and average predictions to reduce variance; gradient boosting builds trees sequentially, each correcting the residual errors of the previous ensemble, reducing bias but requiring careful tuning to avoid overfitting.","Bagging (random forest) reduces variance via independent parallel models, while boosting reduces bias via sequential error-correcting models."
"e5d6a497-4031-4322-ae87-862e04fa2cec","Machine Learning","advanced","mcq","What problem does the vanishing gradient issue cause in deep neural networks?","[""Gradients become extremely small in early layers, slowing or halting learning"", ""The model trains too fast"", ""The loss becomes negative"", ""Memory usage explodes""]","Gradients become extremely small in early layers, slowing or halting learning","As gradients backpropagate through many layers with certain activations, repeated multiplication of small derivatives shrinks gradients toward zero, hampering weight updates in earlier layers."
"469ee530-5cea-4e39-ba4a-a7cf5940efdb","Machine Learning","advanced","mcq","In the context of the bias-variance tradeoff, what does increasing model regularization strength typically do?","[""Increases bias, decreases variance"", ""Decreases bias, increases variance"", ""Decreases both bias and variance"", ""Has no effect on either""]","Increases bias, decreases variance","Stronger regularization constrains the model more, simplifying it (raising bias) but making it less sensitive to training data noise (lowering variance)."
"eb377b91-4352-470e-afe7-274924f8d2e5","Machine Learning","advanced","text","What is the curse of dimensionality and how does it affect distance-based algorithms like KNN?","","As dimensionality increases, data becomes sparse and distances between points become less meaningful (all points appear roughly equidistant), degrading the effectiveness of distance-based methods like KNN.","In high-dimensional spaces, the volume grows exponentially, making nearest-neighbor distances converge and lose discriminative power."
"a67cb73d-91bc-4197-afce-c81a602a29b4","Machine Learning","advanced","code","What is wrong with this cross-validation setup for time-series data?
from sklearn.model_selection import KFold
kf = KFold(n_splits=5, shuffle=True)
for train_idx, test_idx in kf.split(X):
    ...","","Shuffling randomly mixes future and past data into training and test sets, leaking future information; should use TimeSeriesSplit which respects temporal order.","Random shuffling breaks the temporal dependency structure, allowing the model to 'see the future' during training, which inflates validation performance unrealistically."
"bd478fb2-cb03-4dc3-b5ee-7496814cd5d5","Machine Learning","advanced","mcq","What is the primary purpose of dropout in neural networks?","[""Randomly disabling neurons during training to prevent overfitting/co-adaptation"", ""Speeding up inference"", ""Reducing the number of layers"", ""Normalizing input data""]","Randomly disabling neurons during training to prevent overfitting/co-adaptation","Dropout forces the network to not rely on any single neuron, acting as a regularizer that improves generalization."
"511dfb7c-f99c-4d8f-a006-18acf2191cfa","Git & Version Control","beginner","mcq","Which command creates a new local repository?","[""git init"", ""git start"", ""git create"", ""git new""]","git init","git init initializes a new, empty Git repository in the current directory."
"e371a4d6-e3ec-4135-878e-7e108f055735","Git & Version Control","beginner","mcq","What does 'git clone' do?","[""Creates a copy of a remote repository on your local machine"", ""Merges two branches"", ""Deletes a repository"", ""Creates a new branch only""]","Creates a copy of a remote repository on your local machine","git clone downloads a full copy of a repository, including its history, from a remote source."
"ab7cf218-a790-4b50-856d-f05be2b56914","Git & Version Control","beginner","mcq","Which command stages changes for commit?","[""git add"", ""git commit"", ""git push"", ""git stage-only""]","git add","git add moves changes from the working directory into the staging area (index) in preparation for a commit."
"74ea6554-dd42-455f-89b9-8f2881feb454","Git & Version Control","beginner","text","What is the difference between 'git pull' and 'git fetch'?","","git fetch downloads remote changes without merging them into the local branch; git pull fetches and then automatically merges (or rebases) them into the current branch.","fetch updates remote-tracking branches only, while pull additionally integrates those changes into your working branch."
"58b610e4-a2a2-48fe-9dfc-91e390c408c0","Git & Version Control","beginner","mcq","What does 'git status' show?","[""The state of the working directory and staging area"", ""The commit history"", ""The list of remote branches only"", ""The contents of the last commit""]","The state of the working directory and staging area","git status reports which files are modified, staged, or untracked relative to the last commit."
"87a4fb98-cc02-43d3-b5d0-826e1c37d421","Git & Version Control","beginner","mcq","Which file is used to specify files/folders that Git should ignore?","["".gitignore"", "".gitconfig"", ""ignore.txt"", "".gitattributes""]",".gitignore",".gitignore lists patterns for files and directories Git should not track."
"14ad09e4-bbb2-4587-8918-216b7c1d8a82","Git & Version Control","beginner","mcq","What command shows the commit history?","[""git log"", ""git history"", ""git show-all"", ""git commits""]","git log","git log displays the commit history for the current branch, including author, date, and message."
"44fa9d34-37bb-4768-90c8-9908a6670253","Git & Version Control","intermediate","text","What is the difference between merging and rebasing a branch?","","Merging creates a new merge commit combining histories of both branches, preserving the original commit history; rebasing replays commits from one branch onto another, producing a linear history but rewriting commit hashes.","Rebase results in a cleaner, linear history at the cost of rewriting commits, which is risky on shared/public branches."
"73e08f76-1a38-44bc-845d-1037f49d2462","Git & Version Control","intermediate","mcq","What does 'git stash' do?","[""Temporarily saves uncommitted changes so you can switch branches cleanly"", ""Permanently deletes uncommitted changes"", ""Commits changes with a temporary message"", ""Pushes changes to a temporary remote""]","Temporarily saves uncommitted changes so you can switch branches cleanly","git stash shelves modified tracked files, restoring a clean working directory, which can later be reapplied with git stash pop."
"216be055-e0aa-4eed-b7a3-42231d178c62","Git & Version Control","intermediate","mcq","What is a merge conflict?","[""When Git cannot automatically reconcile differing changes to the same lines/files"", ""When two branches have the same name"", ""When a commit message is missing"", ""When a remote repository is unreachable""]","When Git cannot automatically reconcile differing changes to the same lines/files","Conflicts occur when overlapping changes can't be auto-merged, requiring manual resolution before completing the merge."
"5ba43940-039b-4c3e-a6b7-8a541c5eb1c8","Git & Version Control","intermediate","code","What does this command sequence do?
git checkout -b feature
git commit -am 'wip'
git checkout main
git merge feature","","It creates and switches to a new 'feature' branch, commits changes there, switches back to 'main', then merges 'feature' into 'main'.","checkout -b creates and switches branches, commit -am stages+commits tracked changes, and merge integrates the feature branch's history into main."
"ec67cf10-b986-498b-8644-5f5531fb67e4","Git & Version Control","intermediate","mcq","What is the purpose of 'git cherry-pick'?","[""Apply a specific commit from one branch onto another"", ""Delete a specific commit permanently"", ""Merge all branches at once"", ""Rename a branch""]","Apply a specific commit from one branch onto another","cherry-pick takes the changes introduced by a specific commit and applies them as a new commit on the current branch."
"d9cb4ed9-dc52-4a94-9aff-18ed96d49d5c","Git & Version Control","intermediate","text","What is the difference between 'git reset' and 'git revert'?","","git reset moves the branch pointer (optionally altering staged/working files) and rewrites history, useful for local cleanup; git revert creates a new commit that undoes a previous commit's changes, safe for shared history.","revert is non-destructive and safe on shared branches since it adds a new commit, whereas reset alters existing history."
"e48a9ea3-3e1e-48ea-ac45-c1848233b346","Git & Version Control","advanced","text","Explain what 'git rebase -i' (interactive rebase) allows you to do and a risk associated with it.","","Interactive rebase lets you edit, squash, reorder, or drop commits before replaying them; the risk is rewriting history that others have already pulled, causing divergent histories and conflicts for collaborators.","Since interactive rebase rewrites commit SHAs, force-pushing rebased shared branches can break other contributors' local histories."
"d36b4bda-fcf8-44fa-b83f-093cb9efdaa7","Git & Version Control","advanced","code","What does this command do and when would you use it?
git reflog
git reset --hard HEAD@{2}","","git reflog shows a log of where HEAD has pointed over time; the reset restores the repository to a prior state referenced in the reflog, useful for recovering from a bad reset, rebase, or accidental commit loss.","reflog tracks local ref history even after operations that seem destructive, giving a recovery path unavailable through git log alone."
"74c0f478-dbd2-4fbc-9a87-0868c7abf7e0","Git & Version Control","advanced","mcq","What is the purpose of 'git bisect'?","[""Binary search through commit history to find which commit introduced a bug"", ""Split a branch into two"", ""Merge two unrelated repositories"", ""Compress the .git directory""]","Binary search through commit history to find which commit introduced a bug","git bisect automates bisection by checking out midpoint commits and marking them good/bad until the offending commit is isolated."
"cf024481-84a6-47b7-ad0a-b50637be3d53","Git & Version Control","advanced","mcq","What does a 'detached HEAD' state mean in Git?","[""HEAD points directly to a commit rather than a branch, so new commits aren't tracked by any branch"", ""The repository has no commits"", ""The remote repository is disconnected"", ""A branch has been deleted""]","HEAD points directly to a commit rather than a branch, so new commits aren't tracked by any branch","In detached HEAD, commits made are not part of any branch reference and can be lost after checking out elsewhere unless a branch is created to preserve them."
"642e4857-37c9-4d09-826f-ec08691019c5","Git & Version Control","advanced","text","What is a Git submodule, and what is a common pitfall when using them?","","A submodule embeds another Git repository at a specific commit inside a parent repository; a common pitfall is submodules not auto-updating on clone/pull, leading to stale references unless explicitly initialized and updated (git submodule update --init --recursive).","Submodule pointers must be explicitly synced; forgetting this leaves collaborators with outdated or empty submodule directories."
"f52e8ee5-e82c-4f24-a551-8eeda24e945b","Git & Version Control","beginner","mcq","Which command shows the differences between the working directory and the last commit?","[""git diff"", ""git log"", ""git status --diff"", ""git compare""]","git diff","git diff shows line-by-line changes between the working directory (or staging area) and the last commit."
"cf8ecbc6-2a5e-46ce-b9fa-6b1f54194cb7","Git & Version Control","advanced","code","Why does 'git push' get rejected here, and what's the safe fix?
git commit -m 'fix'
git push origin main
# error: failed to push some refs, tip of your branch is behind","","The remote has commits you don't have locally; run 'git pull --rebase origin main' (or fetch+merge) to integrate remote changes, then push again, rather than force-pushing over others' work.","Git rejects non-fast-forward pushes to protect against overwriting commits already on the remote; pulling first (rebase or merge) resolves the divergence safely."
"959d2303-0c5f-4308-bdaf-1cbb0b2eab47","Power BI","beginner","mcq","What is the primary purpose of Power BI?","[""Business intelligence and interactive data visualization"", ""Writing backend server code"", ""Managing databases only"", ""Video editing""]","Business intelligence and interactive data visualization","Power BI is a Microsoft BI tool for connecting to data sources, transforming data, and building interactive reports and dashboards."
"c1d93e89-7623-4f4c-ba11-f48c709d03d3","Power BI","beginner","mcq","Which Power BI component is used to import and transform data before loading it into a report?","[""Power Query Editor"", ""Power BI Service"", ""Power BI Mobile"", ""Report View""]","Power Query Editor","Power Query Editor handles data extraction, cleaning, and transformation (ETL) before the data is loaded into the model."
"8e0a4e35-5a7b-4c7b-8b64-1fbf6755059a","Power BI","beginner","mcq","What file extension is used for Power BI Desktop files?","["".pbix"", "".pbi"", "".pwb"", "".pbrx""]",".pbix","Power BI Desktop saves reports and data models with the .pbix extension."
"14f3b859-800b-43d5-b921-42365aa45bd5","Power BI","beginner","text","What is a 'dashboard' versus a 'report' in Power BI?","","A report is a multi-page collection of visuals built from a single dataset; a dashboard is a single-page canvas of pinned visuals (tiles), often from multiple reports/datasets, used for high-level monitoring.","Dashboards aggregate key visuals across reports into one view, while reports provide deeper, multi-page exploration of a specific dataset."
"104eb0b0-2c35-4d74-9535-21bbcfda5485","Power BI","beginner","mcq","Which pane in Power BI Desktop lets you drag fields onto a visual?","[""Fields pane"", ""Filters pane"", ""Format pane"", ""Bookmarks pane""]","Fields pane","The Fields pane lists tables and columns from the data model that can be dragged onto the report canvas or visual wells."
"cd355547-2e62-47a7-bab8-dcc4177d1213","Power BI","beginner","mcq","What does a 'slicer' visual do in Power BI?","[""Allows users to filter report data interactively"", ""Displays a KPI trend"", ""Exports data to Excel"", ""Creates a calculated column""]","Allows users to filter report data interactively","Slicers are visual filter controls that let end users interactively narrow down the data shown across a report page."
"aea25231-5871-4ef7-98ba-a4ba9d3329d5","Power BI","beginner","mcq","What language is used to write formulas for calculated columns and measures in Power BI?","[""DAX"", ""SQL"", ""Python"", ""M""]","DAX","DAX (Data Analysis Expressions) is the formula language used for calculated columns, measures, and calculated tables in Power BI."
"4a0aa8b5-e1ac-474a-a5ed-760402491090","Power BI","intermediate","text","What is the difference between a calculated column and a measure in Power BI?","","A calculated column is computed row-by-row and stored in the model (uses memory, static per row); a measure is computed dynamically at query time based on the current filter context, not stored per row.","Measures aggregate dynamically based on report context, while calculated columns add a fixed value to every row at data refresh."
"90f99c7a-399b-4313-8dcf-5755ad6fb518","Power BI","intermediate","mcq","What does the DAX function CALCULATE primarily do?","[""Evaluates an expression in a modified filter context"", ""Sums a column across the whole table only"", ""Creates a new table"", ""Formats a visual's colors""]","Evaluates an expression in a modified filter context","CALCULATE is central to DAX because it lets you override or add filters to change the context in which an expression is evaluated."
"27964540-9159-471a-bdc7-c679f0725347","Power BI","intermediate","mcq","What is the recommended data modeling schema for Power BI performance?","[""Star schema with fact and dimension tables"", ""A single flat denormalized table only"", ""Fully normalized third normal form always"", ""No schema, ad hoc queries only""]","Star schema with fact and dimension tables","Star schemas (fact tables linked to dimension tables) optimize DAX performance and simplify relationships compared to deeply normalized or flat models."
"7d7d4d3d-a37d-4ca1-8e03-c24171befac1","Power BI","intermediate","text","What is 'row context' versus 'filter context' in DAX?","","Row context is the current row being evaluated (e.g., in calculated columns or iterator functions like SUMX); filter context is the set of filters applied via slicers, visuals, or CALCULATE that determines which rows are included in an aggregation.","Understanding both contexts is essential because DAX measures evaluate differently depending on which rows are visible (filter context) versus which single row is active (row context)."
"8dcac39d-360d-496a-bb43-52cdcbb8d7d9","Power BI","intermediate","mcq","What does 'Import' mode versus 'DirectQuery' mode mean for a Power BI data source?","[""Import loads a copy of data into memory; DirectQuery sends live queries to the source without importing"", ""Import is always slower than DirectQuery"", ""DirectQuery caches all data locally"", ""Import mode cannot be refreshed""]","Import loads a copy of data into memory; DirectQuery sends live queries to the source without importing","Import mode offers fast performance via an in-memory cache (VertiPaq engine) but requires scheduled refreshes, while DirectQuery always reflects live data at the cost of query latency."
"645e3112-9c24-4035-a7c6-6d3619500ec7","Power BI","intermediate","mcq","What is the purpose of a relationship's 'cross-filter direction' in Power BI's data model?","[""Determines whether filters propagate one-way or both ways between related tables"", ""Determines the color of the relationship line"", ""Sets the refresh schedule"", ""Controls visual formatting only""]","Determines whether filters propagate one-way or both ways between related tables","Single-direction relationships filter from the 'one' side to the 'many' side, while bidirectional relationships allow filtering to propagate both ways, which can introduce ambiguity."
"a19eae18-bfaa-4412-818e-e1c5032d69d2","Power BI","advanced","text","Explain what context transition is in DAX and when it occurs.","","Context transition converts row context into an equivalent filter context, occurring whenever CALCULATE (or CALCULATETABLE) is used inside a row context, such as within a calculated column referencing a measure.","Without context transition, measures inside iterators wouldn't correctly filter based on the current row's values; CALCULATE triggers this conversion automatically."
"b3045e93-9a13-4a3d-a16d-7ef8a5f23342","Power BI","advanced","mcq","What is the primary purpose of the VertiPaq engine in Power BI?","[""An in-memory columnar storage engine that compresses data for fast aggregation"", ""A row-based storage engine for transactional workloads"", ""A visualization rendering engine"", ""A network protocol for DirectQuery""]","An in-memory columnar storage engine that compresses data for fast aggregation","VertiPaq stores data column-wise with compression and encoding, enabling Power BI's fast in-memory Import mode aggregations."
"da81a1ac-ccac-4cf3-8d82-a54fcb90bbf9","Power BI","advanced","mcq","What is a common cause of poor DAX measure performance that uses many nested CALCULATE and FILTER functions over large tables?","[""Excessive iteration/row-by-row context switching causing the formula engine to scan large materialized tables repeatedly"", ""Too few relationships defined"", ""Using too many slicers on a page"", ""The report having too many pages""]","Excessive iteration/row-by-row context switching causing the formula engine to scan large materialized tables repeatedly","Complex nested iterators force the formula engine (rather than the faster storage engine) to process rows individually, which scales poorly on large fact tables."
"ed426a4a-d090-4bcb-9840-bad89b94e8db","Power BI","advanced","text","What are the trade-offs of using composite models (mixing Import and DirectQuery) in Power BI?","","Composite models let you combine fast in-memory tables with live DirectQuery tables, balancing performance and freshness, but can introduce complexity in relationships, potential performance bottlenecks at DirectQuery boundaries, and limitations on cross-source relationships.","Mixing storage modes provides flexibility but requires careful design since queries spanning both modes can be slower and some DAX functions behave differently."
"4ae3eaa4-161f-40b1-b4db-e3e9ccd76aca","Power BI","advanced","mcq","What does the DAX pattern using VAR ... RETURN primarily improve?","[""Readability and performance by computing a value once and reusing it"", ""Visual formatting"", ""Data refresh scheduling"", ""Row-level security""]","Readability and performance by computing a value once and reusing it","Variables (VAR) evaluate an expression once and store the result, avoiding redundant recomputation and improving formula clarity."
"3f39d144-c745-47fb-8330-1def3dff810c","Power BI","advanced","text","What is Row-Level Security (RLS) in Power BI and how is it implemented?","","RLS restricts data visibility per user by defining DAX filter rules on roles within the data model, so different users querying the same report see only rows matching their assigned role/filters.","RLS roles apply row filters (e.g., Region = USERPRINCIPALNAME()) that are enforced dynamically based on the viewing user's identity."
"e7ca679d-c7fd-40e5-bf26-d43f675869dd","Power BI","advanced","mcq","What is the effect of using bi-directional relationships extensively across a complex model?","[""Can cause ambiguous filter paths and degrade performance"", ""Always improves performance"", ""Has no effect on filter propagation"", ""Automatically resolves all circular filter issues""]","Can cause ambiguous filter paths and degrade performance","Overusing bidirectional filtering can create ambiguous or circular filter propagation paths, increasing query complexity and potential for inconsistent results."
"fe5a9c32-f3e9-4619-82ea-ac05326bf2b0","Statistics","beginner","mcq","What does the mean of a dataset represent?","[""The average value"", ""The most frequent value"", ""The middle value"", ""The range of values""]","The average value","The mean is calculated by summing all values and dividing by the count of values."
"4e676a98-5b0a-4682-93ee-30b0f8c070ae","Statistics","beginner","mcq","What is the median of the dataset [3, 7, 9, 2, 5]?","[""5"", ""3"", ""9"", ""6.5""]","5","Sorted, the data is [2,3,5,7,9]; the median is the middle value, which is 5."
"b66935c2-95c1-40f5-8def-bdb8857878d0","Statistics","beginner","mcq","What does standard deviation measure?","[""The spread/dispersion of data around the mean"", ""The central tendency of data"", ""The most common value"", ""The total sum of values""]","The spread/dispersion of data around the mean","Standard deviation quantifies how much individual data points deviate from the mean on average."
"67d66c14-27e0-4cdd-8226-7681c20613df","Statistics","beginner","text","What is the difference between mean, median, and mode?","","Mean is the arithmetic average; median is the middle value when sorted; mode is the most frequently occurring value.","Each measures central tendency differently, and their relative values reveal skewness in a distribution."
"0e6d2c83-ca57-49ee-bf52-a28c7a4f8cce","Statistics","beginner","mcq","What type of variable is 'number of children in a family'?","[""Discrete quantitative"", ""Continuous quantitative"", ""Nominal categorical"", ""Ordinal categorical""]","Discrete quantitative","It takes distinct countable integer values (0, 1, 2, ...), making it discrete rather than continuous."
"08721a41-6d6f-4f57-97af-bc42c3ddc68d","Statistics","beginner","mcq","What does a p-value represent in hypothesis testing?","[""The probability of observing data as extreme as the sample, assuming the null hypothesis is true"", ""The probability the null hypothesis is true"", ""The sample size needed"", ""The confidence level of the test""]","The probability of observing data as extreme as the sample, assuming the null hypothesis is true","A small p-value suggests the observed data would be unlikely under the null hypothesis, providing evidence against it."
"ddc4dd40-0b6c-40fc-b293-acf03f8120bb","Statistics","beginner","mcq","Which measure is most affected by outliers?","[""Mean"", ""Median"", ""Mode"", ""Interquartile range""]","Mean","The mean incorporates every value directly into its calculation, so extreme outliers can pull it significantly compared to the median."
"d4282a6a-67c9-4a42-b1b9-1bb7be0b1d5e","Statistics","intermediate","text","What is the Central Limit Theorem and why is it important?","","The CLT states that the sampling distribution of the sample mean approaches a normal distribution as sample size increases, regardless of the population's original distribution, enabling inference using normal-based methods.","It justifies using normal-distribution-based confidence intervals and hypothesis tests even when the underlying population isn't normally distributed, given sufficiently large samples."
"575225e6-fbc8-4798-9eff-7d73d341da4f","Statistics","intermediate","mcq","What does a Type I error represent in hypothesis testing?","[""Rejecting a true null hypothesis (false positive)"", ""Failing to reject a false null hypothesis (false negative)"", ""Correctly rejecting a false null hypothesis"", ""Correctly accepting a true null hypothesis""]","Rejecting a true null hypothesis (false positive)","A Type I error occurs when we conclude there is an effect/difference when in reality there isn't one."
"ffed1c17-d343-4eac-85cb-e195a0f82949","Statistics","intermediate","mcq","What does correlation between two variables tell you?","[""The strength and direction of a linear relationship, not causation"", ""That one variable causes the other"", ""That the variables are independent"", ""The exact predicted value of one variable""]","The strength and direction of a linear relationship, not causation","Correlation measures linear association only; it does not imply that changes in one variable cause changes in the other."
"799f4d21-b8dc-4735-a70b-6efa42b68170","Statistics","intermediate","text","What is the difference between a population and a sample in statistics?","","A population includes all members of a defined group being studied; a sample is a subset of the population used to make inferences about it.","Since studying entire populations is often impractical, samples are used to estimate population parameters through statistical inference."
"72ede5e1-a570-4569-aa72-4dc382c56689","Statistics","intermediate","mcq","What does a 95% confidence interval mean?","[""If we repeated the sampling process many times, about 95% of such intervals would contain the true parameter"", ""There is a 95% probability the true parameter lies in this specific interval"", ""95% of the data falls within this interval"", ""The sample mean equals the population mean 95% of the time""]","If we repeated the sampling process many times, about 95% of such intervals would contain the true parameter","Confidence intervals describe the long-run frequency property of the interval estimation procedure, not a probability statement about one fixed interval."
"0b89d2a8-8176-4a55-9bad-93cca1549575","Statistics","intermediate","mcq","Which test is appropriate for comparing means of two independent groups?","[""Independent samples t-test"", ""Chi-square test"", ""ANOVA only"", ""Pearson correlation""]","Independent samples t-test","The independent samples t-test compares the means of two unrelated groups to determine if they differ significantly."
"9dcf5028-7e10-4342-842c-f4d2e5f27ffd","Statistics","advanced","text","Explain the difference between Type I and Type II errors and how the significance level (alpha) and power relate to them.","","Type I error (false positive) rate is controlled by alpha (significance level); Type II error (false negative) rate is beta, and power (1-beta) is the probability of correctly rejecting a false null. Lowering alpha typically increases beta (reduces power) unless sample size increases.","There's an inherent tradeoff: making the test more conservative (lower alpha) reduces false positives but increases the risk of missing true effects unless compensated by larger sample size."
"fd905a8b-b823-4e74-8260-5bd22e421183","Statistics","advanced","mcq","What does heteroscedasticity in a regression model indicate?","[""The variance of residuals is not constant across levels of the independent variable"", ""The model has perfect multicollinearity"", ""The residuals are normally distributed"", ""The model has no predictive power""]","The variance of residuals is not constant across levels of the independent variable","Heteroscedasticity violates the constant-variance (homoscedasticity) assumption of OLS regression, potentially biasing standard errors and hypothesis tests."
"c04142ed-7e1a-43d0-849a-1206ef8953bf","Statistics","advanced","mcq","What problem does multicollinearity cause in multiple regression?","[""Unstable and inflated coefficient estimates, making individual predictor effects hard to interpret"", ""Guaranteed overfitting of the training data only"", ""Always reduces R-squared"", ""It has no practical impact on the model""]","Unstable and inflated coefficient estimates, making individual predictor effects hard to interpret","When predictors are highly correlated with each other, it becomes difficult to isolate each variable's individual effect, inflating coefficient variance."
"d29eeadf-74f5-45e9-9c4c-3929f47f4d84","Statistics","advanced","text","What is the difference between frequentist and Bayesian approaches to statistical inference?","","Frequentist inference treats parameters as fixed unknowns and probability as long-run frequency, relying on p-values and confidence intervals; Bayesian inference treats parameters as random variables with prior distributions, updating beliefs into posterior distributions using observed data via Bayes' theorem.","Bayesian methods incorporate prior knowledge and yield probability statements directly about parameters, while frequentist methods rely on the sampling distribution of estimators."
"0942fb83-373c-4f5e-983d-067001353860","Statistics","advanced","mcq","In A/B testing, what is the danger of 'peeking' at results and stopping early once significance is reached?","[""It inflates the false positive rate beyond the nominal alpha level"", ""It has no statistical consequence"", ""It always increases statistical power"", ""It only affects Bayesian tests, not frequentist ones""]","It inflates the false positive rate beyond the nominal alpha level","Repeated significance testing as data accumulates increases the chance of a false positive above the nominal alpha, since it effectively performs multiple comparisons."
"fd0ca9bc-569c-40a9-ac45-2c5a8422467c","Statistics","advanced","code","A researcher runs 20 independent hypothesis tests at alpha=0.05 without correction and finds one significant result. Why is this concerning?","","With 20 independent tests at alpha=0.05, the expected number of false positives by chance alone is about 1, so this 'significant' result is likely a false positive; multiple comparison correction (e.g., Bonferroni) should be applied.","The family-wise error rate grows with the number of tests performed; without correction, one expects roughly 1 in 20 tests to appear significant purely by chance."
"384a2d47-65c8-43ef-9868-334b727566c7","Statistics","intermediate","mcq","What does skewness measure in a distribution?","[""The asymmetry of the distribution around its mean"", ""The average value of the data"", ""The spread of the data"", ""The number of modes in the data""]","The asymmetry of the distribution around its mean","Positive skew indicates a longer right tail, negative skew a longer left tail, describing how symmetric a distribution is."
"70e383d1-d3ba-4ff1-a4d8-a67e8596837f","Excel","beginner","mcq","Which function adds up a range of numbers in Excel?","[""SUM()"", ""TOTAL()"", ""ADD()"", ""PLUS()""]","SUM()","SUM() adds all numeric values within the specified range or arguments."
"7bbc6df3-52ee-4b86-a3e1-2b41ec69896a","Excel","beginner","mcq","What symbol must precede a formula in an Excel cell?","[""="", ""#"", ""@"", ""$""]","=","Excel interprets any cell input starting with '=' as a formula to be evaluated."
"df3990f6-73c9-4eb8-941d-2bf27ea5a735","Excel","beginner","mcq","What does the VLOOKUP function do?","[""Searches for a value in the first column of a range and returns a value in the same row from another column"", ""Sorts data alphabetically"", ""Counts cells matching a condition"", ""Formats cells conditionally""]","Searches for a value in the first column of a range and returns a value in the same row from another column","VLOOKUP performs a vertical lookup, matching a key in the leftmost column and returning a corresponding value from a specified column index."
"cbfadbf5-44cb-490e-81f9-5be1040f30df","Excel","beginner","text","What is the difference between a relative and an absolute cell reference in Excel?","","A relative reference (e.g., A1) changes when copied to another cell; an absolute reference (e.g., $A$1) stays fixed regardless of where it's copied.","The dollar sign locks the row and/or column so the reference doesn't shift during copy/fill operations."
"00c5fcec-95a9-4cd9-993f-f591aa6c6bd8","Excel","beginner","mcq","Which chart type is best for showing proportions of a whole?","[""Pie chart"", ""Line chart"", ""Scatter plot"", ""Histogram""]","Pie chart","Pie charts visually represent parts of a whole, showing each category's proportion relative to the total."
"90928521-f082-4880-9c5f-92ca14780c0a","Excel","beginner","mcq","What does the COUNTIF function do?","[""Counts the number of cells that meet a specified condition"", ""Sums values meeting a condition"", ""Returns the average of a range"", ""Counts all cells regardless of content""]","Counts the number of cells that meet a specified condition","COUNTIF counts cells in a range that satisfy a given criterion, e.g., COUNTIF(A1:A10, "">5"")."
"e2474891-e0a2-48a3-a26f-b1d828969bbf","Excel","beginner","mcq","What keyboard shortcut is commonly used to autofill a formula down a column after selecting it?","[""Ctrl+D"", ""Ctrl+F"", ""Ctrl+P"", ""Ctrl+A""]","Ctrl+D","Ctrl+D fills the formula/content from the top cell of the selection down through the rest of the selected cells."
"7687dfe9-c4c5-4779-a986-0ab17f7f1fd9","Excel","intermediate","text","What is a PivotTable and what is it used for?","","A PivotTable is an interactive tool that summarizes, aggregates, and reorganizes large datasets by dragging fields into rows, columns, values, and filters, without writing formulas.","PivotTables let users quickly slice and summarize data (sums, counts, averages) across different dimensions interactively."
